0,"[np.float64(0.0), np.float64(0.0)]"
1,"[np.float64(0.0), np.float64(0.0)]"
2,"[np.float64(0.04), np.float64(0.025)]"
3,"[np.float64(0.030303030303030304), np.float64(0.020100502512562814)]"
4,"[np.float64(0.0), np.float64(0.0)]"
5,"[np.float64(0.0), np.float64(0.0)]"
6,"[np.float64(0.145), np.float64(0.095)]"
7,"[np.float64(0.055), np.float64(0.03)]"
8,"[np.float64(0.01), np.float64(0.005)]"
9,"[np.float64(0.015), np.float64(0.005)]"
10,"[np.float64(0.005), np.float64(0.0)]"
11,"[np.float64(0.04), np.float64(0.025)]"
12,"[np.float64(0.045), np.float64(0.025)]"
13,"[0.0, 0.0]"
14,"[np.float64(0.04), np.float64(0.025)]"
15,"[np.float64(0.04), np.float64(0.025)]"
16,"[np.float64(0.0), np.float64(0.0)]"
17,"[np.float64(0.0), np.float64(0.0)]"
18,"[np.float64(0.01), np.float64(0.0)]"
19,"[np.float64(0.045), np.float64(0.025)]"
