input1,input2,output1
20,11,0.7
17,3,0.88235295
57,26,0.7631579
20,44,0.2159091
4,6,0.25
100,99,0.5
90,23,0.8666667
89,80,0.5449438
15,29,0.2413793
10,14,0.32142857
37,55,0.3272727
16,75,0.1
28,15,0.71428573
51,33,0.6666667
56,33,0.6964286
99,6,0.96464646
1,2,0.0
37,9,0.8648649
86,87,0.48850575
57,78,0.35897437
17,11,0.64705884
48,35,0.625
71,71,0.49295774
3,38,0.02631579
74,74,0.49324325
51,28,0.71568626
49,50,0.48
3,4,0.25
75,75,0.49333334
2,22,0.022727273
26,59,0.21186441
1,100,0.0
9,50,0.08
33,72,0.22222222
74,22,0.8445946
32,32,0.484375
50,50,0.49
55,28,0.73636365
26,70,0.17857143
82,46,0.7134146
6,13,0.1923077
10,51,0.0882353
24,32,0.359375
28,95,0.14210527
26,11,0.7692308
30,30,0.48333332
47,27,0.70212764
3,18,0.055555556
64,2,0.9765625
1,9,0.0
46,18,0.79347825
2,1,0.5
4,3,0.5
28,16,0.6964286
87,96,0.44791666
67,43,0.67164177
46,51,0.44117647
34,93,0.17741935
58,41,0.63793105
94,37,0.79787236
72,85,0.41764706
41,75,0.26666668
5,68,0.029411765
88,16,0.90340906
100,1,0.99
67,87,0.37931034
42,87,0.23563218
84,69,0.5833333
32,94,0.16489361
86,95,0.4473684
28,62,0.21774194
41,55,0.36363637
35,53,0.3207547
30,41,0.35365853
31,25,0.58064514
46,51,0.44117647
50,49,0.5
91,34,0.8076923
1,1,0.0
49,54,0.44444445
79,6,0.9556962
68,16,0.875
37,86,0.20930232
20,6,0.825
99,100,0.49
35,29,0.5714286
66,97,0.33505154
36,27,0.6111111
33,32,0.5
89,11,0.9325843
1,1,0.0
77,27,0.8181818
68,59,0.5588235
41,42,0.47619048
100,100,0.495
6,4,0.5833333
99,100,0.49
19,3,0.8947368
49,54,0.44444445
86,5,0.96511626
