input1,input2,output1
66,97,0.33505154
86,87,0.48850575
20,65,0.14615385
19,3,0.8947368
78,28,0.8141026
79,6,0.9556962
36,27,0.6111111
64,2,0.9765625
100,10,0.945
89,4,0.9719101
42,87,0.23563218
18,32,0.265625
51,33,0.6666667
57,26,0.7631579
37,44,0.4090909
100,99,0.5
3,4,0.25
97,48,0.7474227
56,33,0.6964286
7,91,0.032967035
84,69,0.5833333
6,13,0.1923077
46,49,0.45918366
68,10,0.9191176
31,53,0.28301886
39,95,0.2
99,100,0.49
20,6,0.825
1,9,0.0
1,100,0.0
81,81,0.49382716
72,14,0.8958333
20,27,0.35185185
46,51,0.44117647
1,1,0.0
1,92,0.0
30,30,0.48333332
68,16,0.875
66,100,0.325
78,24,0.8397436
64,14,0.8828125
45,44,0.5
49,16,0.82653064
35,29,0.5714286
16,75,0.1
75,75,0.49333334
94,21,0.88297874
69,31,0.76811594
46,51,0.44117647
74,22,0.8445946
46,18,0.79347825
56,29,0.73214287
33,32,0.5
2,22,0.022727273
48,35,0.625
95,73,0.6105263
48,11,0.875
54,26,0.75
26,70,0.17857143
90,23,0.8666667
5,77,0.025974026
9,50,0.08
27,61,0.21311475
100,5,0.97
44,26,0.6931818
77,27,0.8181818
28,15,0.71428573
35,53,0.3207547
95,37,0.8
82,46,0.7134146
74,74,0.49324325
32,93,0.16666667
58,58,0.49137932
53,76,0.34210527
85,18,0.8882353
6,18,0.1388889
100,1,0.99
20,44,0.2159091
75,55,0.62666667
58,58,0.49137932
1,2,0.0
56,12,0.8839286
24,39,0.2948718
85,91,0.46153846
86,95,0.4473684
56,70,0.39285713
63,50,0.5952381
96,74,0.609375
41,42,0.47619048
31,60,0.25
89,25,0.85393256
37,55,0.3272727
39,40,0.475
37,33,0.5405405
89,52,0.7022472
47,27,0.70212764
26,11,0.7692308
68,59,0.5588235
98,77,0.6020408
37,9,0.8648649
40,29,0.625
50,49,0.5
72,14,0.8958333
29,24,0.5689655
94,37,0.79787236
37,80,0.225
68,18,0.8602941
4,6,0.25
71,34,0.75352114
3,38,0.02631579
80,57,0.6375
50,56,0.4375
43,11,0.8604651
17,3,0.88235295
41,25,0.68292683
89,11,0.9325843
67,87,0.37931034
26,59,0.21186441
3,18,0.055555556
72,85,0.41764706
28,62,0.21774194
41,55,0.36363637
17,11,0.64705884
57,78,0.35897437
81,1,0.9876543
35,76,0.2236842
10,14,0.32142857
35,35,0.4857143
13,52,0.115384616
41,9,0.8780488
31,94,0.15957446
99,24,0.8737374
41,75,0.26666668
65,81,0.39506173
89,77,0.56179774
67,43,0.67164177
19,63,0.14285715
4,3,0.5
55,28,0.73636365
26,29,0.43103448
31,25,0.58064514
5,68,0.029411765
3,14,0.071428575
50,50,0.49
32,32,0.484375
26,43,0.29069766
47,48,0.47916666
24,24,0.47916666
86,90,0.4722222
51,28,0.71568626
10,45,0.1
91,34,0.8076923
94,9,0.9468085
66,5,0.95454544
49,54,0.44444445
99,100,0.49
97,75,0.6082474
88,16,0.90340906
46,84,0.26785713
51,68,0.36764705
99,6,0.96464646
42,14,0.8214286
69,19,0.85507244
46,2,0.9673913
58,41,0.63793105
49,54,0.44444445
86,5,0.96511626
87,96,0.44791666
37,86,0.20930232
24,32,0.359375
98,13,0.9285714
15,29,0.2413793
85,28,0.82941175
12,39,0.14102565
10,51,0.0882353
1,2,0.0
28,16,0.6964286
2,1,0.5
34,93,0.17741935
30,41,0.35365853
71,71,0.49295774
7,88,0.03409091
100,100,0.495
33,72,0.22222222
32,94,0.16489361
89,80,0.5449438
30,82,0.17682926
78,91,0.42307693
20,11,0.7
24,12,0.7291667
28,95,0.14210527
28,95,0.14210527
36,95,0.18421052
12,24,0.22916667
1,13,0.0
6,4,0.5833333
85,85,0.49411765
1,1,0.0
49,50,0.48
30,41,0.35365853
