0,"[np.float64(1.0), np.float64(1.0)]"
1,"[np.float64(1.0), np.float64(1.0)]"
2,"[np.float64(1.0), np.float64(1.0)]"
3,"[np.float64(1.0), np.float64(1.0)]"
4,"[np.float64(1.0), np.float64(1.0)]"
5,"[np.float64(1.0), np.float64(1.0)]"
6,"[np.float64(1.0), np.float64(1.0)]"
7,"[np.float64(1.0), np.float64(1.0)]"
8,"[np.float64(1.0), np.float64(1.0)]"
9,"[np.float64(1.0), np.float64(1.0)]"
10,"[np.float64(1.0), np.float64(1.0)]"
11,"[np.float64(1.0), np.float64(1.0)]"
12,"[np.float64(1.0), np.float64(1.0)]"
13,"[np.float64(1.0), np.float64(1.0)]"
14,"[np.float64(1.0), np.float64(1.0)]"
15,"[np.float64(1.0), np.float64(1.0)]"
16,"[np.float64(1.0), np.float64(1.0)]"
17,"[np.float64(1.0), np.float64(1.0)]"
18,"[np.float64(1.0), np.float64(1.0)]"
19,"[np.float64(1.0), np.float64(1.0)]"
20,"[np.float64(1.0), np.float64(1.0)]"
21,"[np.float64(1.0), np.float64(1.0)]"
22,"[np.float64(1.0), np.float64(1.0)]"
23,"[np.float64(1.0), np.float64(1.0)]"
24,"[np.float64(1.0), np.float64(1.0)]"
25,"[np.float64(1.0), np.float64(1.0)]"
26,"[np.float64(1.0), np.float64(1.0)]"
27,"[np.float64(1.0), np.float64(1.0)]"
28,"[np.float64(1.0), np.float64(1.0)]"
29,"[np.float64(1.0), np.float64(1.0)]"
30,"[np.float64(1.0), np.float64(1.0)]"
31,"[np.float64(1.0), np.float64(1.0)]"
32,"[np.float64(1.0), np.float64(1.0)]"
33,"[np.float64(1.0), np.float64(1.0)]"
34,"[np.float64(1.0), np.float64(1.0)]"
35,"[np.float64(1.0), np.float64(1.0)]"
36,"[np.float64(1.0), np.float64(1.0)]"
37,"[np.float64(1.0), np.float64(1.0)]"
38,"[np.float64(1.0), np.float64(1.0)]"
39,"[np.float64(1.0), np.float64(1.0)]"
40,"[np.float64(1.0), np.float64(1.0)]"
41,"[np.float64(1.0), np.float64(1.0)]"
42,"[np.float64(1.0), np.float64(1.0)]"
43,"[np.float64(1.0), np.float64(1.0)]"
44,"[np.float64(1.0), np.float64(1.0)]"
45,"[np.float64(1.0), np.float64(1.0)]"
46,"[np.float64(1.0), np.float64(1.0)]"
47,"[np.float64(1.0), np.float64(1.0)]"
48,"[np.float64(1.0), np.float64(1.0)]"
49,"[np.float64(1.0), np.float64(1.0)]"
50,"[np.float64(1.0), np.float64(1.0)]"
51,"[np.float64(1.0), np.float64(1.0)]"
52,"[np.float64(1.0), np.float64(1.0)]"
53,"[np.float64(1.0), np.float64(1.0)]"
54,"[np.float64(1.0), np.float64(1.0)]"
55,"[np.float64(1.0), np.float64(1.0)]"
56,"[np.float64(1.0), np.float64(1.0)]"
57,"[np.float64(1.0), np.float64(1.0)]"
58,"[np.float64(1.0), np.float64(1.0)]"
59,"[np.float64(1.0), np.float64(1.0)]"
60,"[np.float64(1.0), np.float64(1.0)]"
61,"[np.float64(1.0), np.float64(1.0)]"
62,"[np.float64(1.0), np.float64(1.0)]"
63,"[np.float64(1.0), np.float64(1.0)]"
64,"[np.float64(1.0), np.float64(1.0)]"
65,"[np.float64(1.0), np.float64(1.0)]"
66,"[np.float64(1.0), np.float64(1.0)]"
67,"[np.float64(1.0), np.float64(1.0)]"
68,"[np.float64(1.0), np.float64(1.0)]"
69,"[np.float64(1.0), np.float64(1.0)]"
70,"[np.float64(1.0), np.float64(1.0)]"
71,"[np.float64(1.0), np.float64(1.0)]"
72,"[np.float64(1.0), np.float64(1.0)]"
73,"[np.float64(1.0), np.float64(1.0)]"
74,"[np.float64(1.0), np.float64(1.0)]"
75,"[np.float64(1.0), np.float64(1.0)]"
76,"[np.float64(1.0), np.float64(1.0)]"
77,"[np.float64(1.0), np.float64(1.0)]"
78,"[np.float64(1.0), np.float64(1.0)]"
79,"[np.float64(1.0), np.float64(1.0)]"
80,"[np.float64(1.0), np.float64(1.0)]"
81,"[np.float64(1.0), np.float64(1.0)]"
82,"[np.float64(1.0), np.float64(1.0)]"
83,"[np.float64(1.0), np.float64(1.0)]"
84,"[np.float64(1.0), np.float64(1.0)]"
85,"[np.float64(1.0), np.float64(1.0)]"
86,"[np.float64(1.0), np.float64(1.0)]"
87,"[np.float64(1.0), np.float64(1.0)]"
88,"[np.float64(1.0), np.float64(1.0)]"
89,"[np.float64(1.0), np.float64(1.0)]"
90,"[np.float64(1.0), np.float64(1.0)]"
91,"[np.float64(1.0), np.float64(1.0)]"
92,"[np.float64(1.0), np.float64(1.0)]"
93,"[np.float64(1.0), np.float64(1.0)]"
94,"[np.float64(1.0), np.float64(1.0)]"
95,"[np.float64(1.0), np.float64(1.0)]"
96,"[np.float64(1.0), np.float64(1.0)]"
97,"[np.float64(1.0), np.float64(1.0)]"
98,"[np.float64(1.0), np.float64(1.0)]"
99,"[np.float64(1.0), np.float64(1.0)]"
