input1,output1
878903,6449648109
46,1636
35,925
16,136
5,25
8986,64816436
733379,499994981
376762,9493649364
690928,3681081464
12,14
68,3664
10,10
606373,360369499
135050,19250250
577746,254949491636
987232,816449494
655319,3625259181
55400,25251600
1000000,1000000
855486,642525166436
321942,94181164
507015,250490125
804704,6401649016
9,81
995704,81812549016
330798,990498164
1,1
185,16425
568671,25366436491
876376,64493694936
336984,9936816416
92,814
7,49
979756,814981492536
934969,81916813681
855772,64252549494
44793,161649819
24,416
51334,2519916
100,100
63469,369163681
500892,250064814
732058,499402564
921915,814181125
987654,816449362516
460022,16360044
79955,4981812525
18959,164812581
80,640
999999,818181818181
212424,41416416
35033,925099
2,4
399759,98181492581
820288,644046464
98,8164
231,491
215340,41259160
79,4981
943379,8116994981
372,9494
219340,41819160
0,0
321012,941014
684488,366416166464
348366,9166493636
443418,1616916164
178393,149649819
677815,36494964125
980329,816409481
518813,251646419
794,498116
66337,36369949
244519,4161625181
272967,4494813649
408,16064
358901,925648101
443182,161691644
864742,64361649164
858885,642564646425
2086,406436
811354,641192516
57,2549
731480,499116640
625692,3642536814
3,9
543083,251690649
99902,81818104
780882,4964064644
663616,3636936136
659807,36258164049
4,16
38748,964491664
50314,2509116
529928,2548181464
503248,250941664
957738,81254949964
377483,9494916649
401398,160198164
567131,253649191
