input1,output1
100,100
2,4
79,4981
10,10
35,925
35033,925099
811354,641192516
79955,4981812525
1000000,1000000
503248,250941664
185,16425
733379,499994981
731480,499116640
57,2549
7,49
864742,64361649164
794,498116
16,136
408,16064
68,3664
51334,2519916
855486,642525166436
98,8164
1,1
24,416
321012,941014
46,1636
987232,816449494
858885,642564646425
12,14
0,0
372,9494
5,25
9,81
995704,81812549016
401398,160198164
92,814
231,491
987654,816449362516
399759,98181492581
500892,250064814
999999,818181818181
3,9
80,640
376762,9493649364
55400,25251600
4,16
567131,253649191
732058,499402564
135050,19250250
