input1,output1
606373,606373
2,2
980329,980329
864742,864742
690928,690928
244519,244519
13,13
51334,51334
677815,Buzz
358901,358901
35033,35033
543083,543083
49999,49999
811354,811354
733379,733379
17,17
224929,224929
518813,518813
321942,Fizz
63469,63469
500892,Fizz
926626,926626
330798,Fizz
18959,18959
568671,Fizz
7,7
50314,50314
904485,FizzBuzz
979756,979756
957738,Fizz
16,16
780882,Fizz
731480,Buzz
943379,943379
934969,934969
3,Fizz
921915,FizzBuzz
684488,684488
663616,663616
219340,Buzz
2086,2086
878903,878903
178393,178393
460022,460022
20,Buzz
577746,Fizz
377483,377483
399759,Fizz
995704,995704
625692,Fizz
272967,Fizz
49998,Fizz
855772,855772
443182,443182
567131,567131
4,4
401398,401398
8,8
14,14
503248,503248
336984,Fizz
50000,Buzz
244300,Buzz
18,Fizz
215340,FizzBuzz
19,19
659807,659807
987232,987232
1,1
212424,Fizz
11,11
66337,66337
655319,655319
348366,Fizz
44793,Fizz
67899,Fizz
15,FizzBuzz
135050,Buzz
529928,529928
820288,820288
12,Fizz
507015,FizzBuzz
49995,FizzBuzz
876376,876376
376762,376762
6,Fizz
79955,Buzz
443418,Fizz
804704,804704
55400,Buzz
732058,732058
38748,Fizz
858885,FizzBuzz
855486,Fizz
99902,99902
9,Fizz
68879,68879
8986,8986
10,Buzz
5,Buzz
