input1,output1
500892,Fizz
49998,Fizz
55400,Buzz
811354,811354
18,Fizz
567131,567131
9,Fizz
1,1
979756,979756
2,2
399759,Fizz
4,4
855486,Fizz
49995,FizzBuzz
6,Fizz
12,Fizz
733379,733379
10,Buzz
864742,864742
3,Fizz
15,FizzBuzz
135050,Buzz
11,11
215340,FizzBuzz
35033,35033
503248,503248
19,19
858885,FizzBuzz
659807,659807
17,17
987232,987232
20,Buzz
13,13
49999,49999
577746,Fizz
7,7
79955,Buzz
376762,376762
14,14
732058,732058
401398,401398
16,16
219340,Buzz
5,Buzz
995704,995704
50000,Buzz
51334,51334
8,8
625692,Fizz
731480,Buzz
