0,"[np.float64(0.07), np.float64(0.035)]"
1,"[np.float64(0.0), np.float64(0.0)]"
2,"[np.float64(0.0), np.float64(0.0)]"
3,"[np.float64(0.0), np.float64(0.0)]"
4,"[np.float64(0.0), np.float64(0.0)]"
5,"[np.float64(0.0), np.float64(0.0)]"
6,"[np.float64(0.0), np.float64(0.0)]"
7,"[np.float64(0.0), np.float64(0.0)]"
8,"[np.float64(0.0), np.float64(0.0)]"
9,"[np.float64(0.07), np.float64(0.035)]"
10,"[np.float64(0.0), np.float64(0.0)]"
11,"[np.float64(0.0), np.float64(0.0)]"
12,"[np.float64(0.07), np.float64(0.035)]"
13,"[np.float64(0.07), np.float64(0.035)]"
14,"[np.float64(0.005), np.float64(0.0)]"
15,"[np.float64(0.0), np.float64(0.0)]"
16,"[np.float64(0.07), np.float64(0.035)]"
17,"[np.float64(0.0), np.float64(0.0)]"
18,"[np.float64(0.0), np.float64(0.0)]"
19,"[np.float64(0.0), np.float64(0.0)]"
