input1,input2,input3,output1
12.51159187257684,3.5742031260454734,11,22.51873543889751
51.13407225556676,29.782297991226155,12,193.4864057376787
58.628559114329455,28.122050348937865,19,166.72045090174458
47.936738677772176,38.470033909495406,6,320.65919296180067
21.648538661914117,3.53966405843111,4,30.09011140139158
100.0,1.0,20,102.02020201974588
72.48995678969479,19.076642549411865,2,115.66349985041148
93.72581226584296,41.12398360223759,12,240.2628135636874
87.9552063436345,62.553484222664714,1,150.5086905662992
86.40352674119984,6.430466514070157,3,100.25723500908197
94.20981450835446,42.3852776487239,8,247.89409555438095
27.234642298779978,2.6462009494622665,8,33.096610696927314
4.39614866461334,3.85438194073294,16,58.78547854313679
72.58116667353711,4.168135937711414,13,81.42533469690152
6.60123937565523,4.386681551278916,11,32.38773425564798
37.34149095209105,13.63503191520201,7,80.22673949172477
95.2603560905849,82.0802170067674,16,1163.4311757408764
60.567,37.053,1,97.62
53.110997834428616,28.680813169105097,1,81.79181100353371
2.04201444760132,1.6379017641841902,13,17.537194368333026
25.237988873048018,1.552397539532432,17,28.54627797447984
72.00658382719777,35.784757118581794,12,214.23339419128388
10.71850499028614,5.98323616179256,2,26.024912829736603
10.73837721332131,2.916683200978844,20,18.746986174176893
92.6024054413542,73.29622520767673,9,698.7061925177404
29.88796462554996,7.976342764536137,6,51.62914113581498
4.836262808767975,3.319016334919116,6,23.27941719494041
2.59349723426005,1.9864290112146537,15,19.207855259910836
19.663094595495497,3.608085392270474,6,28.499886900510067
83.19113897448001,38.0400197140974,18,223.36878471803635
35.454745576439656,22.48982376234719,2,94.70024581489454
33.089444684633904,22.428769404203376,2,93.14970738457286
76.57235188022246,8.317183374673647,4,95.220431347608
80.07064089058224,32.95185973533955,6,191.1301967971514
39.08596220780941,35.272932736776816,3,202.0221162597735
56.55220486220552,29.17970713718944,19,177.12346648257738
12.4547312599864,12.37909388430714,14,334.27720728320384
27.32128115168638,4.636121769695443,16,38.4884749722037
60.029178515661464,20.051077410101612,5,119.74466272691976
77.40226688350987,24.535938590118455,20,149.24903093642223
33.99909452976357,31.40629719589031,11,499.264623069241
76.11021162329614,52.330970176679266,14,408.9320866587
