input1,input2,input3,output1
38.02932602944694,21.860611168606894,17,140.8515024522806
94.20981450835446,42.3852776487239,8,247.89409555438095
11.920223290370243,6.441363328292643,15,39.94495431957796
46.821,8.151,1,54.971999999999994
35.336466231015024,15.67455611290442,4,88.127860976974
51.717400031774794,44.18489441305118,9,498.7715375343506
65.82493144890738,11.398635253023285,17,93.39669148703652
56.55220486220552,29.17970713718944,19,177.12346648257738
17.414108313904915,15.916877417668797,7,181.05588917406567
95.99778453659084,85.17984760908027,12,1224.8219226488716
4.836262808767975,3.319016334919116,6,23.27941719494041
65.37536720456059,29.519309682254217,4,165.82666680004223
93.72581226584296,41.12398360223759,12,240.2628135636874
1.001,1.0,1,2.001
38.68412012955697,23.13080618283516,5,141.99425899161196
57.126013183794655,38.70440706898901,17,296.77634312066283
61.27969735708448,33.08307524431498,14,205.04190097037937
60.029178515661464,20.051077410101612,5,119.74466272691976
78.60749329475962,9.03222859185671,14,99.01707000283726
69.44235862637265,14.178090210184228,18,105.07333866713373
37.34149095209105,13.63503191520201,7,80.22673949172477
73.47421493753446,35.75368653553015,5,206.95514805868712
80.3748742622864,11.959336243121216,19,108.4746354678277
62.145,62.058,1,124.203
72.58116667353711,4.168135937711414,13,81.42533469690152
36.311,33.399,1,69.71000000000001
46.583446563862886,46.419490428358515,7,644.186746951938
27.32473202814024,26.80299322477083,13,628.4298243903761
25.58029597647861,10.106912305272692,15,58.997343312538995
66.74156969708217,59.50861991943299,6,579.6178036913298
87.02742203259234,3.966356163866205,13,95.33893954551635
95.7612462925358,38.78354229130845,4,220.042731423648
67.84781106313538,55.22403767729423,6,469.1273147425625
33.089444684633904,22.428769404203376,2,93.14970738457286
49.307083928311854,6.8371045603880525,7,65.18259550098912
13.59682536139888,8.52568410633594,16,59.281355805753634
57.50226066400799,47.72323414360322,14,573.2295869108568
61.521118647514555,41.7993873186881,6,290.5981155332831
87.9552063436345,62.553484222664714,1,150.5086905662992
3.010425047275117,2.019191462411516,13,15.190248989644369
14.504862238311585,2.6337003604690423,18,20.940872628639383
47.936738677772176,38.470033909495406,6,320.65919296180067
34.153763278894615,4.981350306023057,12,45.817649961016585
59.65485540867317,21.161136170178867,11,125.24153164543247
2.176,1.787,1,3.963
95.60311392644196,2.2935938121768507,4,100.30302364781797
25.126395011667807,23.226316795749895,7,270.66130292872407
60.17910914505634,11.413755167393296,4,88.23517980795373
100.0,1.0,20,102.02020201974588
92.6024054413542,73.29622520767673,9,698.7061925177404
31.22452822916444,22.155048708064143,12,180.78359527752
24.373365804006266,10.358336961949783,5,59.564105883050566
5.581732546911472,4.518878104727845,18,51.86080748123999
15.46961377742356,10.77099798745986,4,66.08961979319926
76.11021162329614,52.330970176679266,14,408.9320866587
87.61528120582835,44.70604381759328,7,267.75043358376115
38.84916299932206,32.04609316469117,8,318.0654371118628
96.30447602742954,41.983146409552546,13,245.16048138254953
86.40352674119984,6.430466514070157,3,100.25723500908197
32.83468129239938,12.085976435675503,4,69.7817089152831
22.778082368488302,18.557461751146583,12,204.00622996196543
10.71850499028614,5.98323616179256,2,26.024912829736603
58.5657063537564,20.07605936229599,5,119.0946182812616
11.759755869417203,10.693821185108506,18,202.9260519225291
44.91958445655859,22.90434996794444,6,135.95489148198857
5.600053546457261,4.842549225900417,9,56.32829141056039
7.334885077511743,5.435349207725941,5,38.29277885402581
58.53566682631446,22.765336632285283,10,133.03292546014015
5.263212903941353,4.389783746234578,19,56.31746259194647
45.56012330686594,23.089717696022067,8,138.5860224028943
50.878860612445614,28.48946773049203,3,148.69559260290035
100.0,99.999,20,3999.599534511501
44.849119287764466,44.35052906483258,15,1238.72559582393
15.319,5.635,1,20.954
60.567,37.053,1,97.62
12.4547312599864,12.37909388430714,14,334.27720728320384
5.252108331142613,3.7594757751284926,20,31.669409801959596
72.58020553840294,30.91813134550849,4,174.36888141821748
25.237988873048018,1.552397539532432,17,28.54627797447984
52.80938473999588,43.73593262447765,16,534.3901990489512
86.96762128453615,12.732263063816166,5,116.79176664851582
4.39614866461334,3.85438194073294,16,58.78547854313679
65.92608591108204,9.784399293244618,8,88.90532292889377
77.40226688350987,24.535938590118455,20,149.24903093642223
6.60123937565523,4.386681551278916,11,32.38773425564798
37.42847538095385,11.9887835954515,20,72.70578157668503
76.57235188022246,8.317183374673647,4,95.220431347608
61.2187682387062,29.352578780973385,3,154.819217473955
21.143455536095864,16.862098002039552,11,172.11137736057688
35.724087002155116,3.8643929194993696,6,44.39025787090582
59.75921064771163,12.907363987379728,2,88.36179410476088
87.9720048918134,75.3853869793973,4,526.0927468645477
21.648538661914117,3.53966405843111,4,30.09011140139158
38.39313893231085,7.151308275478031,14,55.96964862866327
77.51637103698262,42.06087732225384,8,259.46737910900055
3.193753834062446,2.101331953565405,7,14.654169180687518
17.165,5.627,1,22.792
58.628559114329455,28.122050348937865,19,166.72045090174458
29.88796462554996,7.976342764536137,6,51.62914113581498
19.663094595495497,3.608085392270474,6,28.499886900510067
