input1,input2,input3,input4,output1
17,1.5371177357733257,8.032059020335824,0.2455760102780207,32.448078367936624
18,11.3350053888281,0.6086225356331576,0.3116324687783195,1.9643134433927003
8,15.262253758126192,9.828188724776233,0.5351834278403267,18.357390996320348
6,8.84449033281005,4.030692085647044,0.1426568477909944,20.54625982764909
6,15.693058950251087,2.6822875232552477,0.9161543286734526,2.927772649919874
0,16.38851954509234,0.8086367020217011,0.9270965638647338,16.38851954509234
20,2.850974412012917,1.900424469584048,0.8600895820442696,2.209565735079711
17,18.655493454903297,7.311754442363646,0.3061524010004374,23.872262211183756
13,14.0208918217298,5.9448729800347575,0.4287780004994515,13.864795176686336
4,15.442950350716307,6.510830516492305,0.622601866905823,10.558590586469345
1,14.381924067248915,8.722429058606698,0.2580883773348145,19.392545680386824
2,3.854723282050198,9.276936309600428,0.1176841790651433,20.462953621988476
9,3.8164740836638056,9.237473266189369,0.2396726567513752,35.593176068969505
3,0.5337773736950968,3.937747949583059,0.7451281367465662,5.206001327840369
10,3.3423789214723887,7.67039247083133,0.4990764504204688,15.357209660021756
20,19.99,9.999,0.999,10.00900900900901
11,14.333864491279398,0.1226872477364271,0.5697577580088896,0.2166524784825978
0,6.089735423658036,0.6154575167889775,0.3229892045261094,6.089735423658036
18,3.355731056560629,8.064924780118115,0.4254227240874657,18.956710832454043
5,16.96351349030518,1.8942340089875276,0.509509421828177,4.0937970094266625
15,10.988625174429894,4.531247799513808,0.8242448333368866,5.497453688839972
0,2.6522047586584474,5.755122919776463,0.8039132991370835,2.6522047586584474
15,6.106223398263588,4.66606957535716,0.982256923584198,4.750355495923557
2,6.484991276136373,8.38070873648265,0.2952431475109851,17.508050518274885
0,6.575557229592142,1.7755894657114335,0.9342496255353954,6.575557229592142
7,16.799269680624263,3.64125052476991,0.4645385485255767,7.951520685860995
6,5.756351765223105,3.3081761893486403,0.443751960234425,7.404694684056973
16,12.798582009601851,1.9068401562644155,0.2815329321072491,6.8034367056447875
18,4.055628640792362,5.509641794333331,0.1586059781538633,33.36742530241956
0,2.0901503987925563,9.786194543324832,0.3198669401433912,2.0901503987925563
15,9.98087319259936,1.0038238286132273,0.8744797839760722,1.1479097024396483
6,16.168571936748283,8.164812292297128,0.3206724194204252,24.54820159027599
19,13.23363299288994,9.476656650886602,0.9840881048316228,9.629886393665997
0,8.581155736378307,2.9511599874708407,0.7970537477068007,8.581155736378307
9,4.920997463864538,7.251164159594438,0.067920003492236,52.68563079286921
6,10.735598004302274,8.561318855577,0.2433544173920033,30.59330867974881
5,7.38823812350379,7.559594206220668,0.9179720639101282,8.235099537760883
12,19.921643851643832,4.082237269208208,0.6113976869066803,6.677050620583525
18,7.951426882323938,3.0376269926718957,0.1045059102278394,26.171062153250915
16,8.235603021497361,7.956781949042337,0.6392748282782932,12.44657442436249
1,8.397089816876885,1.7919848712429465,0.6718530447897101,4.547464327278427
2,13.811439078424543,4.830356102036026,0.6546728993044051,8.145434218759451
10,4.768379861461158,0.0323428465570263,0.0220325728749446,4.10923098302669
4,10.155168713185809,5.878086636109811,0.1657540977765639,23.204512955448507
11,3.0077117678374954,1.0983774383862854,0.4697405212595065,2.3388880510061467
6,2.573064469524642,0.5470052281285731,0.6610206825152963,0.8301643799251908
1,4.185314449946079,4.675844822910769,0.8123917684801328,5.461044265219699
19,10.790074342085935,7.906263963002962,0.7863914593059342,10.053852784694666
14,8.595034528171963,3.2802977132406994,0.4014092778166347,8.172273710286973
11,1.0427363199941395,6.630707049764991,0.4018154619764962,16.447624764428124
15,1.1415408937204363,3.426226031662053,0.7688732224060125,4.456165114203422
5,1.3,1.5,0.05,7.792487093749998
17,17.705837816580306,2.459478730455288,0.6714464794923545,3.6629558165717264
20,15.883366533248186,7.570972500452571,0.1922242108696721,39.05735147291155
8,1.2863974720374416,3.9762336747134697,0.7840636552953602,5.071296978605979
6,12.90582292079277,2.635702024918012,0.2032714735655939,12.950915966055785
4,10.921644341495464,1.3375947596449278,0.0021965338302655,16.158777405449882
1,2.833094227906326,7.626227182549679,0.9950726697524194,7.640186773433087
20,14.309984478701242,6.072785267016107,0.2521279180133138,24.0568382098353
12,2.909370871085428,0.1121858033544154,0.8336691740714972,0.1345687328749432
5,4.536452986841068,2.505345596231762,0.4746524906255911,5.248588694909987
5,11.331449739666546,1.0857746202410157,0.6735828973250095,1.6479562316128755
2,3.524584260206247,1.7367988142588808,0.8855943388866225,1.9816304992643765
1,17.044001995048536,5.987161631704117,0.4200638694532452,15.871594197743732
10,18.145064996612724,9.924742952722813,0.3273690560315359,30.08594343916645
19,0.3238760897725745,9.970292497898178,0.4083685502840034,24.41381300713748
10,12.78684322953689,1.0666729880702608,0.1396506228287641,8.782204559044754
13,17.491831095320713,6.7094091029244165,0.5070599491215023,13.232416171546642
3,17.28324250400808,2.2713769001111506,0.6357391305301721,4.23546954551273
16,8.769481868872093,5.295057156525295,0.3229416118529881,16.38145796221597
9,4.676587090243041,4.321159251471539,0.7105038216443361,6.081804010656355
15,8.109851152513173,1.729955345161488,0.9176360225556656,1.8852304210371664
6,18.282670421534185,5.768485371551099,0.3952726775169446,14.77409763831328
2,1.0139110611917812,4.240162148244551,0.161086952358367,8.510854858528718
6,15.819801162066405,1.4052683193207305,0.3849916204471043,4.308641233512348
5,9.930247756579488,0.6231771791338914,0.9686026784942432,0.6433777930100508
