0,"[np.float64(1.0), np.float64(1.0)]"
1,"[np.float64(1.0), np.float64(1.0)]"
2,"[np.float64(0.0), np.float64(0.0)]"
3,"[np.float64(0.005), np.float64(0.0)]"
4,"[np.float64(1.0), np.float64(1.0)]"
5,"[np.float64(1.0), np.float64(1.0)]"
6,"[np.float64(0.005), np.float64(0.0)]"
7,"[np.float64(0.0), np.float64(0.0)]"
8,"[np.float64(1.0), np.float64(1.0)]"
9,"[np.float64(0.0), np.float64(0.0)]"
10,"[np.float64(0.005), np.float64(0.0)]"
11,"[np.float64(0.0), np.float64(0.0)]"
12,"[np.float64(0.005), np.float64(0.0)]"
13,"[np.float64(0.645), np.float64(0.66)]"
14,"[np.float64(0.005), np.float64(0.0)]"
15,"[np.float64(1.0), np.float64(1.0)]"
16,"[np.float64(1.0), np.float64(1.0)]"
17,"[np.float64(0.005), np.float64(0.0)]"
18,"[np.float64(0.185), np.float64(0.18)]"
19,"[np.float64(1.0), np.float64(1.0)]"
