input1,input2,output1
866161,369553,1
466986,859487,1
263464,711719,1
174325,643775,25
639085,459212,1
165780,817634,2
540504,897040,8
241386,527057,1
507329,628882,1
126613,314172,1
316427,268838,1
489593,693848,1
402273,852924,3
270531,978908,1
46369,34572,1
999943,488832,1
547839,626422,1
625139,535558,1
925937,671876,1
413481,800706,3
892756,138608,4
961826,160881,1
624227,938843,1
231050,476395,5
746375,830368,7
904310,633048,2
738828,848058,6
374655,987663,3
199234,391177,1
950724,689308,4
887879,214311,1
415445,37033,1
87829,717221,1
124300,660246,2
640419,497562,39
550097,505575,1
194977,917185,1
751215,994723,1
114111,154707,3
849104,629741,1
662658,915263,1
721687,509316,1
4200,3528,168
656305,571732,1
237224,378941,1
984536,583136,8
34218,195411,3
245909,107073,1
552497,20582,1
119618,341225,1
214849,569717,1
950778,702499,1
109594,839843,1
856557,353245,1
430540,306623,1
554080,335476,4
4,400000,4
671,635600,1
753262,388102,2
88008,861936,24
816254,773260,2
345741,941515,1
368879,281647,1
43630,890461,1
820000,63550,2050
241626,905206,2
152484,126165,3
557048,549144,8
964151,934360,1
263049,133896,3
583437,160579,1
144895,852459,1
955666,569487,1
32033,503114,1
73800,580836,12
638669,441487,1
479496,229324,4
457178,528434,2
744880,993247,1
580157,642169,1
867238,20322,2
436288,273178,2
792283,114900,1
730410,34638,1506
799709,35668,1
978199,735199,1
19981,119913,1
272219,784200,1
932910,293888,2
1073,906086,1
749429,185991,1
253041,247343,1
8705,895334,1
931392,1115,1
930622,117673,1
202740,3467,1
277083,951189,3
284628,195107,1
123456,654321,3
862550,922753,13
719977,486418,1
519463,174280,1
389376,376629,3
233613,25518,3
251734,863497,1
347539,293359,1
1,1,1
692596,418877,1
382389,762536,1
265593,447068,1
706254,790175,1
995709,20626,1
29567,147628,1
622833,271743,3
284434,131798,2
894568,864586,2
604957,580570,1
504604,797586,2
982682,465979,1
383373,787895,1
374199,165169,1
592315,434262,1
220109,508840,1
206042,725075,1
401098,954037,1
491408,542870,2
877853,131239,1
141836,801923,1
282891,650417,1
978509,704930,1
92066,109278,26
815613,737253,3
932234,765803,29
122743,51749,1
107237,264596,1
289139,952334,1
190257,533132,1
338220,310581,9
213818,550365,1
712289,931266,1
807508,296008,4
847810,894529,1
64496,944108,4
876659,123857,1
914527,253750,1
333283,81004,1
645709,660132,1
399904,624764,4
580793,154149,1
158541,293567,1
779721,500671,1
921372,50478,6
398189,383069,1
496318,784462,2
125731,729450,1
492117,928599,3
728194,408727,1
641349,5718,3
378742,992074,2
703519,211505,1
258716,265087,1
199618,362837,1
836803,352434,1
542150,768039,1
54,24,6
216160,982365,5
350427,796493,1
878351,537334,1
108314,421140,2
467529,239540,1
785617,78223,1
232323,43532,1
293792,21092,4
185461,280810,1
249132,347210,2
414928,390019,1
332339,810435,1
628452,980066,2
698478,99238,2
997995,404565,15
665220,184179,3
746970,150034,2
213064,105672,8
564671,599216,1
795083,804357,1
255949,926338,1
183328,41321,1
409775,659606,1
557383,752285,1
568167,102444,3
269924,417503,1
359734,405103,1
864751,730541,1
651852,437659,1
826385,840341,1
313292,294751,1
921268,541283,1
357214,625677,13
75729,126684,3
215498,239909,1
