input1,input2,output1
550097,505575,1
32033,503114,1
815613,737253,3
950778,702499,1
753262,388102,2
491408,542870,2
932910,293888,2
152484,126165,3
552497,20582,1
719977,486418,1
862550,922753,13
34218,195411,3
399904,624764,4
277083,951189,3
540504,897040,8
289139,952334,1
389376,376629,3
43630,890461,1
265593,447068,1
457178,528434,2
88008,861936,24
807508,296008,4
564671,599216,1
75729,126684,3
114111,154707,3
263049,133896,3
263464,711719,1
199234,391177,1
123456,654321,3
467529,239540,1
982682,465979,1
158541,293567,1
542150,768039,1
978199,735199,1
867238,20322,2
580793,154149,1
671,635600,1
122743,51749,1
220109,508840,1
141836,801923,1
282891,650417,1
216160,982365,5
785617,78223,1
692596,418877,1
206042,725075,1
721687,509316,1
436288,273178,2
183328,41321,1
638669,441487,1
866161,369553,1
241626,905206,2
174325,643775,25
46369,34572,1
338220,310581,9
402273,852924,3
795083,804357,1
820000,63550,2050
847810,894529,1
194977,917185,1
645709,660132,1
779721,500671,1
712289,931266,1
641349,5718,3
751215,994723,1
703519,211505,1
921372,50478,6
995709,20626,1
29567,147628,1
414928,390019,1
313292,294751,1
492117,928599,3
251734,863497,1
894568,864586,2
215498,239909,1
622833,271743,3
580157,642169,1
662658,915263,1
374655,987663,3
921268,541283,1
746970,150034,2
999943,488832,1
415445,37033,1
333283,81004,1
359734,405103,1
293792,21092,4
978509,704930,1
849104,629741,1
316427,268838,1
624227,938843,1
108314,421140,2
430540,306623,1
554080,335476,4
368879,281647,1
604957,580570,1
401098,954037,1
489593,693848,1
8705,895334,1
628452,980066,2
270531,978908,1
932234,765803,29
54,24,6
125731,729450,1
213064,105672,8
237224,378941,1
698478,99238,2
109594,839843,1
507329,628882,1
4,400000,4
199618,362837,1
728194,408727,1
592315,434262,1
107237,264596,1
738828,848058,6
706254,790175,1
984536,583136,8
165780,817634,2
887879,214311,1
876659,123857,1
892756,138608,4
272219,784200,1
816254,773260,2
950724,689308,4
253041,247343,1
258716,265087,1
347539,293359,1
87829,717221,1
1,1,1
799709,35668,1
202740,3467,1
547839,626422,1
345741,941515,1
4200,3528,168
856557,353245,1
231050,476395,5
19981,119913,1
583437,160579,1
64496,944108,4
964151,934360,1
568167,102444,3
496318,784462,2
749429,185991,1
284628,195107,1
398189,383069,1
746375,830368,7
730410,34638,1506
249132,347210,2
383373,787895,1
479496,229324,4
656305,571732,1
744880,993247,1
