0,"[0.0, 0.0]"
1,"[np.float64(1.0), np.float64(1.0)]"
2,"[np.float64(0.885), np.float64(0.875)]"
3,"[np.float64(1.0), np.float64(1.0)]"
4,"[0.0, 0.0]"
5,"[np.float64(1.0), np.float64(1.0)]"
6,"[np.float64(1.0), np.float64(1.0)]"
7,"[np.float64(1.0), np.float64(1.0)]"
8,"[np.float64(0.885), np.float64(0.875)]"
9,"[0.0, 0.0]"
10,"[np.float64(1.0), np.float64(1.0)]"
11,"[np.float64(0.885), np.float64(0.875)]"
12,"[np.float64(0.885), np.float64(0.875)]"
13,"[np.float64(0.885), np.float64(0.875)]"
14,"[np.float64(1.0), np.float64(1.0)]"
15,"[np.float64(1.0), np.float64(1.0)]"
16,"[np.float64(1.0), np.float64(1.0)]"
17,"[np.float64(1.0), np.float64(1.0)]"
18,"[np.float64(0.885), np.float64(0.875)]"
19,"[0.0, 0.0]"
