input1,output1
7773,14
666,12
55555555555,50
688,8
88814999,34
64,0
2744416699,23
99,9
6677455,18
11223344556677889900,45
137777000000,21
9282664429,10
292297,2
6422216941564429,8
9902259999111700777,54
71122222200000,11
42,0
73338888852369335,41
888229997,36
67002575777768888,45
123,0
577707466694881105,35
333333888888777766,82
09876543210987654321,0
000000002,0
66622004,14
9388,8
88,8
5555555,30
700666116172408,13
88,8
2861,0
11111111111111111111,19
33335233555533665584,41
83,0
99,9
8420508093571949,0
777722,23
38,0
00,0
17400032605660,6
087556922110155,13
111,2
666,12
93599,9
272456592150731870,0
55655,10
9443229888888,46
38888888888881,88
8117711500099,18
00,0
38323141,0
77,7
85858585858585858585,0
0002777947777455411,41
57707225023,9
00000000000000000000,0
778855955444333333,48
88178817389637,16
3720011136,2
7732615,7
33333337777772266,61
4105,0
88,8
9557922,7
444922222300,16
000007,0
233,3
00000000,0
00210059,0
522,2
00000000,0
99,9
91181171161151141131,6
7777053990493106,30
900444266,14
7755555333888866,63
555,10
006,0
600009,0
1113311115511,14
628949197032,0
004,0
98990755,14
11222,5
554773,12
33,3
333333333,24
367,0
8888888444444444,80
77777000,28
583411642,1
1133077,11
888884444441666,64
711,1
0077777700,35
996666397333,33
824443971156663,21
3333368933000,15
4994,9
64,0
2222222222222222,30
77,7
221111111111144,16
295,0
55,5
5555,15
5511133666,22
71,0
111111866666666,47
78888833557449388888,76
992,9
44,4
65625,0
003384441111101,15
788,8
3670967461676991,9
999,18
98649988740026664940,29
1991111111111111088,29
7726071678666,19
1111111,6
772222294,15
671112677744,20
88888888885555555555,117
0003099533113,13
78835577770552220044,47
222222222222,22
225579920,16
1168820033,12
9999555555588,65
411777337788888889,73
555,10
32,0
7244456182869648650,8
9991166328,25
5955557,15
11111888882222266666,68
466699952,30
0009999995166444,59
660,6
66666666,42
79999996633388836699,88
1126111,3
1999999,45
844,4
17777777642,42
999111111111,26
90,0
2637,0
4400066666637,34
866666,24
454,0
224300,2
77762388329309358885,38
444,8
8800009,8
4552277320005,14
6244444433222,27
11111222,8
82293111111111,10
841,0
5470059,0
857,0
84339954430048225222,22
7728841,15
55555,20
777777777777,77
42,0
88888888001,56
111115141113,6
6998666669944,46
43802316474,0
0000002222000341111,9
9518999355,23
66633882000000088,31
71,0
44400011111333333377,37
217733304,13
19000,0
11,1
1111188880,28
9111777724000007,23
944888,20
0000000,0
22,2
99999999999999999999,171
2255555,22
5991119999964444,59
99999999,63
888888888888,88
7111108,3
808,0
862436012747124,0
7707000308394,7
77777377777377777377,91
05,0
16669999,39
33333333,21
4222233333333,27
