0,"[np.float64(0.03), np.float64(0.03)]"
1,"[np.float64(0.1), np.float64(0.07)]"
2,"[np.float64(0.115), np.float64(0.08)]"
3,"[np.float64(0.03), np.float64(0.03)]"
4,"[np.float64(0.1), np.float64(0.07)]"
5,"[np.float64(0.06), np.float64(0.04)]"
6,"[np.float64(0.03), np.float64(0.03)]"
7,"[np.float64(0.06), np.float64(0.04)]"
8,"[np.float64(0.1), np.float64(0.075)]"
9,"[np.float64(0.08), np.float64(0.065)]"
10,"[np.float64(0.03), np.float64(0.03)]"
11,"[np.float64(0.1), np.float64(0.07)]"
12,"[np.float64(0.06), np.float64(0.04)]"
13,"[np.float64(0.09), np.float64(0.065)]"
14,"[np.float64(0.1), np.float64(0.07)]"
15,"[np.float64(0.105), np.float64(0.07)]"
16,"[np.float64(0.09), np.float64(0.08)]"
17,"[np.float64(0.1), np.float64(0.07)]"
18,"[np.float64(0.1), np.float64(0.07)]"
19,"[np.float64(0.07), np.float64(0.06)]"
