input1,output1
367,0
522,2
111,2
71,0
11111222,8
38,0
841,0
88888888885555555555,117
555,10
666,12
992,9
295,0
233,3
11111111111111111111,19
99,9
91181171161151141131,6
454,0
90,0
11111888882222266666,68
05,0
808,0
64,0
55,5
9111777724000007,23
00,0
55555,20
00000000000000000000,0
85858585858585858585,0
222222222222,22
88888888001,56
0077777700,35
38888888888881,88
660,6
688,8
999,18
99999999999999999999,171
83,0
09876543210987654321,0
42,0
123,0
22,2
004,0
88,8
77777377777377777377,91
79999996633388836699,88
844,4
44,4
32,0
77,7
11223344556677889900,45
