0,"[np.float64(0.02), np.float64(0.01)]"
1,"[np.float64(0.105), np.float64(0.08)]"
2,"[np.float64(0.035), np.float64(0.035)]"
3,"[np.float64(0.16), np.float64(0.1)]"
4,"[np.float64(0.105), np.float64(0.085)]"
5,"[np.float64(0.125), np.float64(0.095)]"
6,"[np.float64(0.02), np.float64(0.01)]"
7,"[np.float64(0.03), np.float64(0.03)]"
8,"[np.float64(0.085), np.float64(0.08)]"
9,"[np.float64(0.0), np.float64(0.0)]"
10,"[np.float64(0.03), np.float64(0.03)]"
11,"[np.float64(0.06), np.float64(0.07)]"
12,"[np.float64(0.025), np.float64(0.02)]"
13,"[np.float64(0.08), np.float64(0.06)]"
14,"[np.float64(0.02), np.float64(0.01)]"
15,"[np.float64(0.025), np.float64(0.015)]"
16,"[np.float64(0.125), np.float64(0.09)]"
17,"[np.float64(0.015), np.float64(0.01)]"
18,"[np.float64(0.01), np.float64(0.01)]"
19,"[np.float64(0.1), np.float64(0.07)]"
