input1,output1
999111111111,26
11111222,8
33335233555533665584,41
3670967461676991,9
84339954430048225222,22
666,12
43802316474,0
77777000,28
8420508093571949,0
555,10
844,4
85858585858585858585,0
992,9
2861,0
1133077,11
4994,9
7777053990493106,30
111,2
1991111111111111088,29
004,0
841,0
55555555555,50
292297,2
888229997,36
5955557,15
000000002,0
11111111111111111111,19
99,9
77,7
7111108,3
808,0
7773,14
272456592150731870,0
09876543210987654321,0
222222222222,22
79999996633388836699,88
333333888888777766,82
688,8
999,18
666,12
38888888888881,88
11223344556677889900,45
38,0
05,0
64,0
33,3
77,7
6677455,18
55555,20
32,0
42,0
83,0
411777337788888889,73
88,8
866666,24
91181171161151141131,6
9282664429,10
9111777724000007,23
00210059,0
19000,0
466699952,30
9443229888888,46
66666666,42
11111888882222266666,68
777722,23
444922222300,16
6244444433222,27
99999999999999999999,171
0002777947777455411,41
0077777700,35
00,0
8888888444444444,80
3333368933000,15
137777000000,21
123,0
90,0
0003099533113,13
71,0
00000000,0
087556922110155,13
55,5
71122222200000,11
454,0
4105,0
233,3
522,2
367,0
660,6
67002575777768888,45
00000000000000000000,0
44,4
295,0
88888888885555555555,117
77777377777377777377,91
2637,0
88888888001,56
9388,8
22,2
0009999995166444,59
4400066666637,34
